"genes","task_id","curr_size","top_cluster_gr10","glm_coef_gr10","seed_number"
"LPAR5",1,10,"NoSig",0,989
"LTB",1,10,"NoSig",0,989
"LTBR",1,10,"NoSig",0,989
"LTF",1,10,"NoSig",0,989
"LUM",1,10,"NoSig",0,989
"LY6D",1,10,"NoSig",0,989
"LY75",1,10,"NoSig",0,989
"LYN",1,10,"NoSig",0,989
"LYVE1",1,10,"NoSig",0,989
"LYZ",1,10,"c3",7.53837960439451,989
"MAF",1,10,"NoSig",0,989
"MALAT1",1,10,"NoSig",0,989
"MAML2",1,10,"NoSig",0,989
"MAP1LC3B",1,10,"NoSig",0,989
"MAP2K1",1,10,"NoSig",0,989
"MAPK13",1,10,"NoSig",0,989
"MAPK14",1,10,"NoSig",0,989
"MARCKSL1",1,10,"NoSig",0,989
"MARCO",1,10,"NoSig",0,989
"MB",1,10,"c2",0.338710168723653,989
"MECOM",1,10,"NoSig",0,989
"MEG3",1,10,"NoSig",0,989
"MERTK",1,10,"NoSig",0,989
"MET",1,10,"NoSig",0,989
"MFAP5",1,10,"NoSig",0,989
"MGP",1,10,"c6",4.37464255674389,989
"MIF",1,10,"c2",22.5343579327525,989
